Yogo ID,Variable code,Variable name,Variable units,Speciation,Sample medium,Valuetype,Is regular,Time support,Time units,Datatype,General category,No data value
Internal Type,Text,Text,Integer,Text,Text,Text,Integer,Integer,Integer,Text,Text,Decimal
Please don't modify,,,,,,,,,,,,
