Yogo ID,Site code,Site name,Latitude,Longitude,Lat long datum,Elevation m,Vertical datum,Local x,Local y,Local projection,State,Country,Comments
Internal Type,Text,Text,Decimal,Decimal,Integer,Decimal,Decimal,Decimal,Decimal,Integer,Text,Text,Text
Please don't modify,,,,,,,,,,,,,
